formula,spg,n_atoms,model,gpt_raw,cif_text,parse_ok,gpt_match_gt
La2CuO4,139,7,gpt-5-chat,"```cif
data_La2CuO4
_audit_creation_method           'Generated by ChatGPT'
_chemical_name_common            'Lanthanum cuprate'
_chemical_formula_structural     'La2CuO4'
_chemical_formula_sum            'La2 Cu1 O4'
_symmetry_space_group_name_H-M   'Bmab'
_symmetry_space_group_name_Hall  '-B 2ab 2'
_cell_length_a                   5.355(1)
_cell_length_b                   5.414(1)
_cell_length_c                   13.150(2)
_cell_angle_alpha                90
_cell_angle_beta                 90
_cell_angle_gamma                90

_symmetry_Int_Tables_number      64

loop_
  _symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x, -y, z'
  '-x+1/2, y+1/2, z+1/2'
  'x+1/2, -y+1/2, z+1/2'

loop_
  _atom_site_label
  _atom_site_type_symbol
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  La1   La   0.0039   0.25    0.3615   1.0
  Cu1   Cu   0.0      0.0     0.0      1.0
  O1    O    0.4850   0.25    0.1580   1.0
  O2    O    0.0      0.0     0.1830   1.0
```","data_La2CuO4
_audit_creation_method           'Generated by ChatGPT'
_chemical_name_common            'Lanthanum cuprate'
_chemical_formula_structural     'La2CuO4'
_chemical_formula_sum            'La2 Cu1 O4'
_symmetry_space_group_name_H-M   'Bmab'
_symmetry_space_group_name_Hall  '-B 2ab 2'
_cell_length_a                   5.355(1)
_cell_length_b                   5.414(1)
_cell_length_c                   13.150(2)
_cell_angle_alpha                90
_cell_angle_beta                 90
_cell_angle_gamma                90

_symmetry_Int_Tables_number      64

loop_
  _symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x, -y, z'
  '-x+1/2, y+1/2, z+1/2'
  'x+1/2, -y+1/2, z+1/2'

loop_
  _atom_site_label
  _atom_site_type_symbol
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  La1   La   0.0039   0.25    0.3615   1.0
  Cu1   Cu   0.0      0.0     0.0      1.0
  O1    O    0.4850   0.25    0.1580   1.0
  O2    O    0.0      0.0     0.1830   1.0",True,False
LiPF6,148,8,gpt-5-chat,"```cif
data_LiPF6
_symmetry_space_group_name_H-M   'P 1'
_symmetry_Int_Tables_number      1

_cell_length_a   6.000
_cell_length_b   6.000
_cell_length_c   6.000
_cell_angle_alpha   90
_cell_angle_beta    90
_cell_angle_gamma   90

_cell_volume       216.000
_cell_formula_units_Z   1

_chemical_name_common   'Lithium hexafluorophosphate'
_chemical_formula_sum   'Li P F6'

loop_
 _symmetry_equiv_pos_as_xyz
  'x,y,z'

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li1   Li   0.0000   0.0000   0.0000   1.0
  P1    P    0.5000   0.5000   0.5000   1.0
  F1    F    0.7500   0.5000   0.5000   1.0
  F2    F    0.2500   0.5000   0.5000   1.0
  F3    F    0.5000   0.7500   0.5000   1.0
  F4    F    0.5000   0.2500   0.5000   1.0
  F5    F    0.5000   0.5000   0.7500   1.0
  F6    F    0.5000   0.5000   0.2500   1.0
```","data_LiPF6
_symmetry_space_group_name_H-M   'P 1'
_symmetry_Int_Tables_number      1

_cell_length_a   6.000
_cell_length_b   6.000
_cell_length_c   6.000
_cell_angle_alpha   90
_cell_angle_beta    90
_cell_angle_gamma   90

_cell_volume       216.000
_cell_formula_units_Z   1

_chemical_name_common   'Lithium hexafluorophosphate'
_chemical_formula_sum   'Li P F6'

loop_
 _symmetry_equiv_pos_as_xyz
  'x,y,z'

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li1   Li   0.0000   0.0000   0.0000   1.0
  P1    P    0.5000   0.5000   0.5000   1.0
  F1    F    0.7500   0.5000   0.5000   1.0
  F2    F    0.2500   0.5000   0.5000   1.0
  F3    F    0.5000   0.7500   0.5000   1.0
  F4    F    0.5000   0.2500   0.5000   1.0
  F5    F    0.5000   0.5000   0.7500   1.0
  F6    F    0.5000   0.5000   0.2500   1.0",True,False
Al2O3,167,10,gpt-5-chat,"```cif
data_Al2O3
_audit_creation_method          'Generated by AI crystallographer model'
_chemical_name_common           'Aluminium oxide'
_chemical_formula_sum           'Al2 O3'
_symmetry_space_group_name_H-M  'R -3 c'
_symmetry_Int_Tables_number     167

_cell_length_a                  4.758
_cell_length_b                  4.758
_cell_length_c                 12.991
_cell_angle_alpha              90
_cell_angle_beta               90
_cell_angle_gamma             120

_cell_volume                   254.0
_cell_formula_units_Z           6

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-y, x-y, z'
  '-x+y, -x, z'
  'y, x, -z'
  '-x+y, y, -z'
  'x, -x+y, -z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Al1  Al  0.35216  0.00000  0.25000  1.0
O1   O   0.30634  0.00000  0.25000  1.0
```","data_Al2O3
_audit_creation_method          'Generated by AI crystallographer model'
_chemical_name_common           'Aluminium oxide'
_chemical_formula_sum           'Al2 O3'
_symmetry_space_group_name_H-M  'R -3 c'
_symmetry_Int_Tables_number     167

_cell_length_a                  4.758
_cell_length_b                  4.758
_cell_length_c                 12.991
_cell_angle_alpha              90
_cell_angle_beta               90
_cell_angle_gamma             120

_cell_volume                   254.0
_cell_formula_units_Z           6

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-y, x-y, z'
  '-x+y, -x, z'
  'y, x, -z'
  '-x+y, y, -z'
  'x, -x+y, -z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Al1  Al  0.35216  0.00000  0.25000  1.0
O1   O   0.30634  0.00000  0.25000  1.0",True,False
SrTiO3,140,10,gpt-5-chat,"```cif
data_SrTiO3
_audit_creation_method              'Generated by ChatGPT'
_chemical_name_formula              'Strontium Titanate'
_chemical_formula_structural        'SrTiO3'
_chemical_formula_sum               'Sr Ti O3'
_symmetry_space_group_name_H-M      'Pm-3m'
_symmetry_space_group_name_Schoenflies 'O_h^1'
_symmetry_Int_Tables_number         221
_cell_length_a                      3.905
_cell_length_b                      3.905
_cell_length_c                      3.905
_cell_angle_alpha                   90
_cell_angle_beta                    90
_cell_angle_gamma                   90
_cell_volume                        59.573
_symmetry_equiv_pos_as_xyz
  'x,y,z'
  '-x,-y,-z'
  '-x,y,-z'
  'x,-y,z'
  'y,x,z'
  'y,-x,-z'
  '-y,x,-z'
  '-y,-x,z'
  'z,y,x'
  '-z,-y,-x'
  '-z,y,-x'
  'z,-y,x'
  'x,z,y'
  '-x,-z,-y'
  '-x,z,-y'
  'x,-z,y'
  'y,z,x'
  '-y,-z,-x'
  '-y,z,-x'
  'y,-z,x'
  'z,x,y'
  '-z,-x,-y'
  '-z,x,-y'
  'z,-x,y'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_symmetry_multiplicity
_atom_site_Wyckoff_label
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Sr  Sr  1  a  0.0  0.0  0.0  1.0
Ti  Ti  1  b  0.5  0.5  0.5  1.0
O1  O   3  c  0.5  0.5  0.0  1.0
O2  O   3  c  0.5  0.0  0.5  1.0
O3  O   3  c  0.0  0.5  0.5  1.0
```","data_SrTiO3
_audit_creation_method              'Generated by ChatGPT'
_chemical_name_formula              'Strontium Titanate'
_chemical_formula_structural        'SrTiO3'
_chemical_formula_sum               'Sr Ti O3'
_symmetry_space_group_name_H-M      'Pm-3m'
_symmetry_space_group_name_Schoenflies 'O_h^1'
_symmetry_Int_Tables_number         221
_cell_length_a                      3.905
_cell_length_b                      3.905
_cell_length_c                      3.905
_cell_angle_alpha                   90
_cell_angle_beta                    90
_cell_angle_gamma                   90
_cell_volume                        59.573
_symmetry_equiv_pos_as_xyz
  'x,y,z'
  '-x,-y,-z'
  '-x,y,-z'
  'x,-y,z'
  'y,x,z'
  'y,-x,-z'
  '-y,x,-z'
  '-y,-x,z'
  'z,y,x'
  '-z,-y,-x'
  '-z,y,-x'
  'z,-y,x'
  'x,z,y'
  '-x,-z,-y'
  '-x,z,-y'
  'x,-z,y'
  'y,z,x'
  '-y,-z,-x'
  '-y,z,-x'
  'y,-z,x'
  'z,x,y'
  '-z,-x,-y'
  '-z,x,-y'
  'z,-x,y'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_symmetry_multiplicity
_atom_site_Wyckoff_label
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Sr  Sr  1  a  0.0  0.0  0.0  1.0
Ti  Ti  1  b  0.5  0.5  0.5  1.0
O1  O   3  c  0.5  0.5  0.0  1.0
O2  O   3  c  0.5  0.0  0.5  1.0
O3  O   3  c  0.0  0.5  0.5  1.0",True,False
CaCO3,167,10,gpt-5-chat,"```cif
data_CaCO3_calcite
_symmetry_space_group_name_H-M   'R -3 c'
_symmetry_Int_Tables_number      167

_cell_length_a                   4.9896
_cell_length_b                   4.9896
_cell_length_c                  17.061
_cell_angle_alpha               90
_cell_angle_beta                90
_cell_angle_gamma              120

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-y, x-y, z'
  '-x+y, -x, z'
  '-x, -y, -z'
  'y, -x+y, -z'
  'x-y, x, -z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
  Ca1  Ca  0.00000  0.00000  0.25000  1.0
  C1   C   0.00000  0.00000  0.00000  1.0
  O1   O   0.25600  0.00000  0.11800  1.0
```","data_CaCO3_calcite
_symmetry_space_group_name_H-M   'R -3 c'
_symmetry_Int_Tables_number      167

_cell_length_a                   4.9896
_cell_length_b                   4.9896
_cell_length_c                  17.061
_cell_angle_alpha               90
_cell_angle_beta                90
_cell_angle_gamma              120

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-y, x-y, z'
  '-x+y, -x, z'
  '-x, -y, -z'
  'y, -x+y, -z'
  'x-y, x, -z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
  Ca1  Ca  0.00000  0.00000  0.25000  1.0
  C1   C   0.00000  0.00000  0.00000  1.0
  O1   O   0.25600  0.00000  0.11800  1.0",True,False
TiO2,12,12,gpt-5-chat,"```cif
data_TiO2_rutile
_audit_creation_method          'Generated by ChatGPT'
_chemical_name_common           'Rutile'
_chemical_formula_structural    'TiO2'
_chemical_formula_sum           'Ti1 O2'

_cell_length_a                  4.5937
_cell_length_b                  4.5937
_cell_length_c                  2.9587
_cell_angle_alpha               90
_cell_angle_beta                90
_cell_angle_gamma               90
_cell_volume                    62.45

_symmetry_space_group_name_H-M  'P 42/mnm'
_symmetry_Int_Tables_number     136

loop_
 _symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x, -y, z'
  '-y, x, -z'
  'y, -x, -z'
  '-x, y, -z'
  'x, -y, -z'
  'y, x, z'
  '-y, -x, z'

_loop
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_symmetry_multiplicity
 _atom_site_Wyckoff_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti1 Ti 2 a 0.00000 0.00000 0.00000 1.0
  O1  O 4 f 0.3049 0.3049 0.00000 1.0
```","data_TiO2_rutile
_audit_creation_method          'Generated by ChatGPT'
_chemical_name_common           'Rutile'
_chemical_formula_structural    'TiO2'
_chemical_formula_sum           'Ti1 O2'

_cell_length_a                  4.5937
_cell_length_b                  4.5937
_cell_length_c                  2.9587
_cell_angle_alpha               90
_cell_angle_beta                90
_cell_angle_gamma               90
_cell_volume                    62.45

_symmetry_space_group_name_H-M  'P 42/mnm'
_symmetry_Int_Tables_number     136

loop_
 _symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x, -y, z'
  '-y, x, -z'
  'y, -x, -z'
  '-x, y, -z'
  'x, -y, -z'
  'y, x, z'
  '-y, -x, z'

_loop
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_symmetry_multiplicity
 _atom_site_Wyckoff_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti1 Ti 2 a 0.00000 0.00000 0.00000 1.0
  O1  O 4 f 0.3049 0.3049 0.00000 1.0",False,False
ZrO2,14,12,gpt-5-chat,"```cif
data_ZrO2
_audit_creation_method          'Generated by ChatGPT crystallographer'
_chemical_name_common           'Zirconia'
_chemical_formula_sum           'Zr O2'
_symmetry_space_group_name_H-M  'Fm-3m'
_symmetry_Int_Tables_number     225

_cell_length_a                  5.090
_cell_length_b                  5.090
_cell_length_c                  5.090
_cell_angle_alpha               90
_cell_angle_beta                90
_cell_angle_gamma               90
_cell_volume                    131.71

_symmetry_equiv_pos_as_xyz
  'x,y,z'
  '-x,-y,z'
  '-x,y,-z'
  'x,-y,-z'
  'y,z,x'
  '-y,-z,x'
  'y,-z,-x'
  '-y,z,-x'
  'z,x,y'
  '-z,-x,y'
  'z,-x,-y'
  '-z,x,-y'

loop_
  _atom_site_label
  _atom_site_type_symbol
  _atom_site_symmetry_multiplicity
  _atom_site_Wyckoff_label
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z

  Zr1  Zr  4  a  0.00000  0.00000  0.00000
  O1   O   8  c  0.25000  0.25000  0.25000
```","data_ZrO2
_audit_creation_method          'Generated by ChatGPT crystallographer'
_chemical_name_common           'Zirconia'
_chemical_formula_sum           'Zr O2'
_symmetry_space_group_name_H-M  'Fm-3m'
_symmetry_Int_Tables_number     225

_cell_length_a                  5.090
_cell_length_b                  5.090
_cell_length_c                  5.090
_cell_angle_alpha               90
_cell_angle_beta                90
_cell_angle_gamma               90
_cell_volume                    131.71

_symmetry_equiv_pos_as_xyz
  'x,y,z'
  '-x,-y,z'
  '-x,y,-z'
  'x,-y,-z'
  'y,z,x'
  '-y,-z,x'
  'y,-z,-x'
  '-y,z,-x'
  'z,x,y'
  '-z,-x,y'
  'z,-x,-y'
  '-z,x,-y'

loop_
  _atom_site_label
  _atom_site_type_symbol
  _atom_site_symmetry_multiplicity
  _atom_site_Wyckoff_label
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z

  Zr1  Zr  4  a  0.00000  0.00000  0.00000
  O1   O   8  c  0.25000  0.25000  0.25000",True,False
ZrTe5,63,12,gpt-5-chat,"```cif
data_ZrTe5
_symmetry_space_group_name_H-M   ""Cmcm""
_symmetry_Int_Tables_number       63

_cell_length_a    3.987
_cell_length_b   14.555
_cell_length_c   13.729
_cell_angle_alpha  90
_cell_angle_beta   90
_cell_angle_gamma  90
_cell_volume      797.6
_cell_formula_units_Z  4

loop_
_symmetry_equiv_pos_as_xyz
  x, y, z
  -x, y, -z
  x, -y, z+1/2
  -x, -y, -z+1/2

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Zr1  Zr  0.00000  0.1615  0.00000
Te1  Te  0.00000  0.4672  0.3380
Te2  Te  0.00000  0.7090  0.1270
Te3  Te  0.00000  0.2833  0.2030
Te4  Te  0.00000  0.5500  0.0000
```","data_ZrTe5
_symmetry_space_group_name_H-M   ""Cmcm""
_symmetry_Int_Tables_number       63

_cell_length_a    3.987
_cell_length_b   14.555
_cell_length_c   13.729
_cell_angle_alpha  90
_cell_angle_beta   90
_cell_angle_gamma  90
_cell_volume      797.6
_cell_formula_units_Z  4

loop_
_symmetry_equiv_pos_as_xyz
  x, y, z
  -x, y, -z
  x, -y, z+1/2
  -x, -y, -z+1/2

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Zr1  Zr  0.00000  0.1615  0.00000
Te1  Te  0.00000  0.4672  0.3380
Te2  Te  0.00000  0.7090  0.1270
Te3  Te  0.00000  0.2833  0.2030
Te4  Te  0.00000  0.5500  0.0000",True,False
V2O5,59,14,gpt-5-chat,"```cif
data_V2O5
_audit_creation_method 'Generated by crystallography expert model'
_chemical_name_common 'Vanadium pentoxide'
_chemical_formula_sum 'V2 O5'
_symmetry_space_group_name_H-M 'Pmmn'
_symmetry_Int_Tables_number 59

_cell_length_a 11.512
_cell_length_b 3.564
_cell_length_c 4.368
_cell_angle_alpha 90
_cell_angle_beta 90
_cell_angle_gamma 90

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x, -y, z'
  'x+1/2, -y+1/2, z'
  '-x+1/2, y+1/2, z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
V1   V  0.0000  0.2500  0.0000  1.0
V2   V  0.2015  0.2500  0.3062  1.0
O1   O  0.0000  0.2500  0.4288  1.0
O2   O  0.1001  0.2500  0.8123  1.0
O3   O  0.2040  0.2500  0.1120  1.0
```","data_V2O5
_audit_creation_method 'Generated by crystallography expert model'
_chemical_name_common 'Vanadium pentoxide'
_chemical_formula_sum 'V2 O5'
_symmetry_space_group_name_H-M 'Pmmn'
_symmetry_Int_Tables_number 59

_cell_length_a 11.512
_cell_length_b 3.564
_cell_length_c 4.368
_cell_angle_alpha 90
_cell_angle_beta 90
_cell_angle_gamma 90

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x, -y, z'
  'x+1/2, -y+1/2, z'
  '-x+1/2, y+1/2, z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
V1   V  0.0000  0.2500  0.0000  1.0
V2   V  0.2015  0.2500  0.3062  1.0
O1   O  0.0000  0.2500  0.4288  1.0
O2   O  0.1001  0.2500  0.8123  1.0
O3   O  0.2040  0.2500  0.1120  1.0",True,False
Si3N4,176,14,gpt-5-chat,"```cif
data_Si3N4_beta
_audit_creation_method           'Generated by ChatGPT (expert crystallographer model)'
_chemical_name_common            'beta silicon nitride'
_chemical_formula_structural     Si3N4
_chemical_formula_sum            'Si3 N4'
_cell_length_a                   7.602
_cell_length_b                   7.602
_cell_length_c                   2.902
_cell_angle_alpha                90.0
_cell_angle_beta                 90.0
_cell_angle_gamma                120.0
_cell_volume                     145.38
_symmetry_space_group_name_H-M   'P6_3/m'
_symmetry_Int_Tables_number      176

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-y, x-y, z+1/2'
  '-x+y, -x, z'
  '-x, -y, -z'
  'y, -x+y, -z+1/2'
  'x-y, x, -z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_symmetry_multiplicity
_atom_site_Wyckoff_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Si1  Si  6  c  0.4667  0.0000  0.0000
N1   N   2  a  0.0000  0.0000  0.0000
N2   N   6  c  0.3420  0.0000  0.3770
```","data_Si3N4_beta
_audit_creation_method           'Generated by ChatGPT (expert crystallographer model)'
_chemical_name_common            'beta silicon nitride'
_chemical_formula_structural     Si3N4
_chemical_formula_sum            'Si3 N4'
_cell_length_a                   7.602
_cell_length_b                   7.602
_cell_length_c                   2.902
_cell_angle_alpha                90.0
_cell_angle_beta                 90.0
_cell_angle_gamma                120.0
_cell_volume                     145.38
_symmetry_space_group_name_H-M   'P6_3/m'
_symmetry_Int_Tables_number      176

loop_
_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-y, x-y, z+1/2'
  '-x+y, -x, z'
  '-x, -y, -z'
  'y, -x+y, -z+1/2'
  'x-y, x, -z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_symmetry_multiplicity
_atom_site_Wyckoff_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Si1  Si  6  c  0.4667  0.0000  0.0000
N1   N   2  a  0.0000  0.0000  0.0000
N2   N   6  c  0.3420  0.0000  0.3770",True,False
Fe3O4,227,14,gpt-5-chat,"```cif
data_Fe3O4
_audit_creation_method              'Generated by ChatGPT'
_chemical_name_common               'Magnetite'
_chemical_formula_structural        'Fe3O4'
_chemical_formula_sum               'Fe3 O4'
_chemical_formula_weight            231.533
_symmetry_space_group_name_H-M_alt  'Fd-3m'
_symmetry_Int_Tables_number         227

_cell_length_a                      8.396
_cell_length_b                      8.396
_cell_length_c                      8.396
_cell_angle_alpha                   90
_cell_angle_beta                    90
_cell_angle_gamma                   90
_cell_volume                        591.9

_exptl_crystal_density_diffrn       5.18
_exptl_crystal_density_meas         5.18
_exptl_crystal_density_method       'Calculated'

_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x, -y, -z'
  'y, z, x'
  'z, x, y'
  '-y, -z, -x'
  '-z, -x, -y'
  'x+1/2, y+1/2, z'
  '-x+1/2, -y+1/2, -z'
  'y+1/2, z+1/2, x'
  'z+1/2, x+1/2, y'
  '-y+1/2, -z+1/2, -x'
  '-z+1/2, -x+1/2, -y'

loop_
  _atom_site_label
  _atom_site_type_symbol
  _atom_site_symmetry_multiplicity
  _atom_site_Wyckoff_symbol
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
Fe1  Fe  16  d  0.5   0.5   0.5   1.0
Fe2  Fe   8  a  0.125 0.125 0.125 1.0
O1   O   32  e  0.2555 0.2555 0.2555 1.0
```","data_Fe3O4
_audit_creation_method              'Generated by ChatGPT'
_chemical_name_common               'Magnetite'
_chemical_formula_structural        'Fe3O4'
_chemical_formula_sum               'Fe3 O4'
_chemical_formula_weight            231.533
_symmetry_space_group_name_H-M_alt  'Fd-3m'
_symmetry_Int_Tables_number         227

_cell_length_a                      8.396
_cell_length_b                      8.396
_cell_length_c                      8.396
_cell_angle_alpha                   90
_cell_angle_beta                    90
_cell_angle_gamma                   90
_cell_volume                        591.9

_exptl_crystal_density_diffrn       5.18
_exptl_crystal_density_meas         5.18
_exptl_crystal_density_method       'Calculated'

_symmetry_equiv_pos_as_xyz
  'x, y, z'
  '-x, -y, -z'
  'y, z, x'
  'z, x, y'
  '-y, -z, -x'
  '-z, -x, -y'
  'x+1/2, y+1/2, z'
  '-x+1/2, -y+1/2, -z'
  'y+1/2, z+1/2, x'
  'z+1/2, x+1/2, y'
  '-y+1/2, -z+1/2, -x'
  '-z+1/2, -x+1/2, -y'

loop_
  _atom_site_label
  _atom_site_type_symbol
  _atom_site_symmetry_multiplicity
  _atom_site_Wyckoff_symbol
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
Fe1  Fe  16  d  0.5   0.5   0.5   1.0
Fe2  Fe   8  a  0.125 0.125 0.125 1.0
O1   O   32  e  0.2555 0.2555 0.2555 1.0",True,False
Mn(FeO2)2,227,14,gpt-5-chat,"```cif
data_Mn_FeO2_2
_audit_creation_date              2024-06-01
_audit_creation_method            'Generated by crystallographer expert model'

_chemical_name_formula            'Mn(FeO2)2'
_chemical_formula_sum             'Mn Fe2 O4'
_chemical_formula_weight          278.63

_symmetry_space_group_name_H-M    'P b c n'
_symmetry_space_group_name_Hall   '-P 2n b c'
_symmetry_Int_Tables_number       60

_cell_length_a                    4.776(1)
_cell_length_b                    10.380(2)
_cell_length_c                    11.370(2)
_cell_angle_alpha                 90
_cell_angle_beta                  90
_cell_angle_gamma                 90
_cell_volume                      562.4(2)
_cell_formula_units_Z             4

_experimental_temperature         293
_experimental_details             'Structure generated from known orthorhombic transition metal oxide data'

loop_
_symmetry_equiv_pos_as_xyz
  x, y, z
  -x, -y, z+1/2
  -x, y+1/2, -z
  x, -y+1/2, -z+1/2
  x+1/2, -y, -z
  -x+1/2, y, -z+1/2
  -x+1/2, -y+1/2, z
  x+1/2, y+1/2, z+1/2

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Mn1  Mn   0.00000  0.00000  0.00000   1.0
Fe1  Fe   0.25000  0.25000  0.25000   1.0
Fe2  Fe   0.75000  0.25000  0.75000   1.0
O1   O    0.12100  0.38900  0.27800   1.0
O2   O    0.87900  0.61100  0.72200   1.0

loop_
_atom_site_aniso_label
_atom_site_aniso_U_11
_atom_site_aniso_U_22
_atom_site_aniso_U_33
Mn1  0.0051  0.0048  0.0047
Fe1  0.0060  0.0061  0.0058
Fe2  0.0060  0.0061  0.0058
O1   0.0075  0.0080  0.0072
O2   0.0075  0.0080  0.0072
```","data_Mn_FeO2_2
_audit_creation_date              2024-06-01
_audit_creation_method            'Generated by crystallographer expert model'

_chemical_name_formula            'Mn(FeO2)2'
_chemical_formula_sum             'Mn Fe2 O4'
_chemical_formula_weight          278.63

_symmetry_space_group_name_H-M    'P b c n'
_symmetry_space_group_name_Hall   '-P 2n b c'
_symmetry_Int_Tables_number       60

_cell_length_a                    4.776(1)
_cell_length_b                    10.380(2)
_cell_length_c                    11.370(2)
_cell_angle_alpha                 90
_cell_angle_beta                  90
_cell_angle_gamma                 90
_cell_volume                      562.4(2)
_cell_formula_units_Z             4

_experimental_temperature         293
_experimental_details             'Structure generated from known orthorhombic transition metal oxide data'

loop_
_symmetry_equiv_pos_as_xyz
  x, y, z
  -x, -y, z+1/2
  -x, y+1/2, -z
  x, -y+1/2, -z+1/2
  x+1/2, -y, -z
  -x+1/2, y, -z+1/2
  -x+1/2, -y+1/2, z
  x+1/2, y+1/2, z+1/2

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Mn1  Mn   0.00000  0.00000  0.00000   1.0
Fe1  Fe   0.25000  0.25000  0.25000   1.0
Fe2  Fe   0.75000  0.25000  0.75000   1.0
O1   O    0.12100  0.38900  0.27800   1.0
O2   O    0.87900  0.61100  0.72200   1.0

loop_
_atom_site_aniso_label
_atom_site_aniso_U_11
_atom_site_aniso_U_22
_atom_site_aniso_U_33
Mn1  0.0051  0.0048  0.0047
Fe1  0.0060  0.0061  0.0058
Fe2  0.0060  0.0061  0.0058
O1   0.0075  0.0080  0.0072
O2   0.0075  0.0080  0.0072",True,False
