formula,spg,n_atoms,model,gpt_raw,cif_text,parse_ok,gpt_match_gt
La2CuO4,139,7,gemini-3-pro-preview-thinking,"```cif
data_La2CuO4
_audit_creation_method 'AI Generated based on Jorgensen et al. Phys. Rev. B 36, 3608 (1987)'
_chemical_name_common 'Lanthanum cuprate'
_chemical_formula_sum 'Cu La2 O4'
_chemical_formula_weight 405.35

_symmetry_space_group_name_H-M 'I 4/m m m'
_symmetry_Int_Tables_number 139

_cell_length_a 3.7873
_cell_length_b 3.7873
_cell_length_c 13.2883
_cell_angle_alpha 90
_cell_angle_beta 90
_cell_angle_gamma 90
_cell_volume 190.603

loop_
_symmetry_equiv_pos_as_xyz
'x, y, z'
'-x, -y, z'
'-x, y, -z'
'x, -y, -z'
'-x, -y, -z'
'x, y, -z'
'x, -y, z'
'-x, y, z'
'y, x, z'
'-y, -x, z'
'-y, x, -z'
'y, -x, -z'
'-y, -x, -z'
'y, x, -z'
'y, -x, z'
'-y, x, z'
'x+1/2, y+1/2, z+1/2'
'-x+1/2, -y+1/2, z+1/2'
'-x+1/2, y+1/2, -z+1/2'
'x+1/2, -y+1/2, -z+1/2'
'-x+1/2, -y+1/2, -z+1/2'
'x+1/2, y+1/2, -z+1/2'
'x+1/2, -y+1/2, z+1/2'
'-x+1/2, y+1/2, z+1/2'
'y+1/2, x+1/2, z+1/2'
'-y+1/2, -x+1/2, z+1/2'
'-y+1/2, x+1/2, -z+1/2'
'y+1/2, -x+1/2, -z+1/2'
'-y+1/2, -x+1/2, -z+1/2'
'y+1/2, x+1/2, -z+1/2'
'y+1/2, -x+1/2, z+1/2'
'-y+1/2, x+1/2, z+1/2'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_U_iso_or_equiv
La1 La 0.00000 0.00000 0.36060 1.00000 0.0045
Cu1 Cu 0.00000 0.00000 0.00000 1.00000 0.0038
O1 O 0.00000 0.50000 0.00000 1.00000 0.0085
O2 O 0.00000 0.00000 0.18280 1.00000 0.0120
```","data_La2CuO4
_audit_creation_method 'AI Generated based on Jorgensen et al. Phys. Rev. B 36, 3608 (1987)'
_chemical_name_common 'Lanthanum cuprate'
_chemical_formula_sum 'Cu La2 O4'
_chemical_formula_weight 405.35

_symmetry_space_group_name_H-M 'I 4/m m m'
_symmetry_Int_Tables_number 139

_cell_length_a 3.7873
_cell_length_b 3.7873
_cell_length_c 13.2883
_cell_angle_alpha 90
_cell_angle_beta 90
_cell_angle_gamma 90
_cell_volume 190.603

loop_
_symmetry_equiv_pos_as_xyz
'x, y, z'
'-x, -y, z'
'-x, y, -z'
'x, -y, -z'
'-x, -y, -z'
'x, y, -z'
'x, -y, z'
'-x, y, z'
'y, x, z'
'-y, -x, z'
'-y, x, -z'
'y, -x, -z'
'-y, -x, -z'
'y, x, -z'
'y, -x, z'
'-y, x, z'
'x+1/2, y+1/2, z+1/2'
'-x+1/2, -y+1/2, z+1/2'
'-x+1/2, y+1/2, -z+1/2'
'x+1/2, -y+1/2, -z+1/2'
'-x+1/2, -y+1/2, -z+1/2'
'x+1/2, y+1/2, -z+1/2'
'x+1/2, -y+1/2, z+1/2'
'-x+1/2, y+1/2, z+1/2'
'y+1/2, x+1/2, z+1/2'
'-y+1/2, -x+1/2, z+1/2'
'-y+1/2, x+1/2, -z+1/2'
'y+1/2, -x+1/2, -z+1/2'
'-y+1/2, -x+1/2, -z+1/2'
'y+1/2, x+1/2, -z+1/2'
'y+1/2, -x+1/2, z+1/2'
'-y+1/2, x+1/2, z+1/2'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_U_iso_or_equiv
La1 La 0.00000 0.00000 0.36060 1.00000 0.0045
Cu1 Cu 0.00000 0.00000 0.00000 1.00000 0.0038
O1 O 0.00000 0.50000 0.00000 1.00000 0.0085
O2 O 0.00000 0.00000 0.18280 1.00000 0.0120",True,False
LiPF6,148,8,gemini-3-pro-preview-thinking,"```cif
data_LiPF6
_chemical_name_common                  'Lithium hexafluorophosphate'
_chemical_formula_sum                  'F6 Li P'
_chemical_formula_weight               151.91

_symmetry_cell_setting                 trigonal
_symmetry_space_group_name_H-M         'R -3'
_symmetry_Int_Tables_number            148

loop_
_symmetry_equiv_pos_as_xyz
   'x, y, z'
   '-y, x-y, z'
   '-x+y, -x, z'
   '-x, -y, -z'
   'y, -x+y, -z'
   'x-y, x, -z'
   'x+2/3, y+1/3, z+1/3'
   '-y+2/3, x-y+1/3, z+1/3'
   '-x+y+2/3, -x+1/3, z+1/3'
   '-x+2/3, -y+1/3, -z+1/3'
   'y+2/3, -x+y+1/3, -z+1/3'
   'x-y+2/3, x+1/3, -z+1/3'
   'x+1/3, y+2/3, z+2/3'
   '-y+1/3, x-y+2/3, z+2/3'
   '-x+y+1/3, -x+2/3, z+2/3'
   '-x+1/3, -y+2/3, -z+2/3'
   'y+1/3, -x+y+2/3, -z+2/3'
   'x-y+1/3, x+2/3, -z+2/3'

_cell_length_a                         4.9320
_cell_length_b                         4.9320
_cell_length_c                         12.6580
_cell_angle_alpha                      90.00
_cell_angle_beta                       90.00
_cell_angle_gamma                      120.00
_cell_volume                           266.64

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_B_iso_or_equiv
Li1 Li  0.00000  0.00000  0.50000  1.0000  0.025
P1  P   0.00000  0.00000  0.00000  1.0000  0.020
F1  F   0.11500  0.36500  0.07500  1.0000  0.030
```","data_LiPF6
_chemical_name_common                  'Lithium hexafluorophosphate'
_chemical_formula_sum                  'F6 Li P'
_chemical_formula_weight               151.91

_symmetry_cell_setting                 trigonal
_symmetry_space_group_name_H-M         'R -3'
_symmetry_Int_Tables_number            148

loop_
_symmetry_equiv_pos_as_xyz
   'x, y, z'
   '-y, x-y, z'
   '-x+y, -x, z'
   '-x, -y, -z'
   'y, -x+y, -z'
   'x-y, x, -z'
   'x+2/3, y+1/3, z+1/3'
   '-y+2/3, x-y+1/3, z+1/3'
   '-x+y+2/3, -x+1/3, z+1/3'
   '-x+2/3, -y+1/3, -z+1/3'
   'y+2/3, -x+y+1/3, -z+1/3'
   'x-y+2/3, x+1/3, -z+1/3'
   'x+1/3, y+2/3, z+2/3'
   '-y+1/3, x-y+2/3, z+2/3'
   '-x+y+1/3, -x+2/3, z+2/3'
   '-x+1/3, -y+2/3, -z+2/3'
   'y+1/3, -x+y+2/3, -z+2/3'
   'x-y+1/3, x+2/3, -z+2/3'

_cell_length_a                         4.9320
_cell_length_b                         4.9320
_cell_length_c                         12.6580
_cell_angle_alpha                      90.00
_cell_angle_beta                       90.00
_cell_angle_gamma                      120.00
_cell_volume                           266.64

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_B_iso_or_equiv
Li1 Li  0.00000  0.00000  0.50000  1.0000  0.025
P1  P   0.00000  0.00000  0.00000  1.0000  0.020
F1  F   0.11500  0.36500  0.07500  1.0000  0.030",True,True
Al2O3,167,10,gemini-3-pro-preview-thinking,"```cif
data_Al2O3_Corundum
_chemical_name_common                  'Corundum'
_chemical_formula_sum                  'Al2 O3'
_cell_length_a                         4.7589
_cell_length_b                         4.7589
_cell_length_c                         12.991
_cell_angle_alpha                      90
_cell_angle_beta                       90
_cell_angle_gamma                      120
_cell_volume                           254.81
_symmetry_cell_setting                 trigonal
_symmetry_space_group_name_H-M         'R -3 c'
_symmetry_Int_Tables_number            167

loop_
_symmetry_equiv_pos_as_xyz
   'x, y, z'
   '-y, x-y, z'
   '-x+y, -x, z'
   '-x, -y, -z'
   'y, -x+y, -z'
   'x-y, x, -z'
   '-y, -x, 1/2+z'
   '-x+y, y, 1/2+z'
   'x, x-y, 1/2+z'
   'y, x, 1/2-z'
   'x-y, -y, 1/2-z'
   '-x, -x+y, 1/2-z'
   'x+2/3, y+1/3, z+1/3'
   '-y+2/3, x-y+1/3, z+1/3'
   '-x+y+2/3, -x+1/3, z+1/3'
   '-x+2/3, -y+1/3, -z+1/3'
   'y+2/3, -x+y+1/3, -z+1/3'
   'x-y+2/3, x+1/3, -z+1/3'
   '-y+2/3, -x+1/3, 1/2+z+1/3'
   '-x+y+2/3, y+1/3, 1/2+z+1/3'
   'x+2/3, x-y+1/3, 1/2+z+1/3'
   'y+2/3, x+1/3, 1/2-z+1/3'
   'x-y+2/3, -y+1/3, 1/2-z+1/3'
   '-x+2/3, -x+y+1/3, 1/2-z+1/3'
   'x+1/3, y+2/3, z+2/3'
   '-y+1/3, x-y+2/3, z+2/3'
   '-x+y+1/3, -x+2/3, z+2/3'
   '-x+1/3, -y+2/3, -z+2/3'
   'y+1/3, -x+y+2/3, -z+2/3'
   'x-y+1/3, x+2/3, -z+2/3'
   '-y+1/3, -x+2/3, 1/2+z+2/3'
   '-x+y+1/3, y+2/3, 1/2+z+2/3'
   'x+1/3, x-y+2/3, 1/2+z+2/3'
   'y+1/3, x+2/3, 1/2-z+2/3'
   'x-y+1/3, -y+2/3, 1/2-z+2/3'
   '-x+1/3, -x+y+2/3, 1/2-z+2/3'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Al1 Al 0.00000 0.00000 0.35216 1.0000
O1  O  0.30624 0.00000 0.25000 1.0000
```","data_Al2O3_Corundum
_chemical_name_common                  'Corundum'
_chemical_formula_sum                  'Al2 O3'
_cell_length_a                         4.7589
_cell_length_b                         4.7589
_cell_length_c                         12.991
_cell_angle_alpha                      90
_cell_angle_beta                       90
_cell_angle_gamma                      120
_cell_volume                           254.81
_symmetry_cell_setting                 trigonal
_symmetry_space_group_name_H-M         'R -3 c'
_symmetry_Int_Tables_number            167

loop_
_symmetry_equiv_pos_as_xyz
   'x, y, z'
   '-y, x-y, z'
   '-x+y, -x, z'
   '-x, -y, -z'
   'y, -x+y, -z'
   'x-y, x, -z'
   '-y, -x, 1/2+z'
   '-x+y, y, 1/2+z'
   'x, x-y, 1/2+z'
   'y, x, 1/2-z'
   'x-y, -y, 1/2-z'
   '-x, -x+y, 1/2-z'
   'x+2/3, y+1/3, z+1/3'
   '-y+2/3, x-y+1/3, z+1/3'
   '-x+y+2/3, -x+1/3, z+1/3'
   '-x+2/3, -y+1/3, -z+1/3'
   'y+2/3, -x+y+1/3, -z+1/3'
   'x-y+2/3, x+1/3, -z+1/3'
   '-y+2/3, -x+1/3, 1/2+z+1/3'
   '-x+y+2/3, y+1/3, 1/2+z+1/3'
   'x+2/3, x-y+1/3, 1/2+z+1/3'
   'y+2/3, x+1/3, 1/2-z+1/3'
   'x-y+2/3, -y+1/3, 1/2-z+1/3'
   '-x+2/3, -x+y+1/3, 1/2-z+1/3'
   'x+1/3, y+2/3, z+2/3'
   '-y+1/3, x-y+2/3, z+2/3'
   '-x+y+1/3, -x+2/3, z+2/3'
   '-x+1/3, -y+2/3, -z+2/3'
   'y+1/3, -x+y+2/3, -z+2/3'
   'x-y+1/3, x+2/3, -z+2/3'
   '-y+1/3, -x+2/3, 1/2+z+2/3'
   '-x+y+1/3, y+2/3, 1/2+z+2/3'
   'x+1/3, x-y+2/3, 1/2+z+2/3'
   'y+1/3, x+2/3, 1/2-z+2/3'
   'x-y+1/3, -y+2/3, 1/2-z+2/3'
   '-x+1/3, -x+y+2/3, 1/2-z+2/3'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
Al1 Al 0.00000 0.00000 0.35216 1.0000
O1  O  0.30624 0.00000 0.25000 1.0000",True,False
SrTiO3,140,10,gemini-3-pro-preview-thinking,"```cif
data_SrTiO3
_chemical_name_common                  'Strontium Titanate'
_chemical_formula_sum                  'O3 Sr1 Ti1'
_cell_length_a                         3.9050
_cell_length_b                         3.9050
_cell_length_c                         3.9050
_cell_angle_alpha                      90.00
_cell_angle_beta                       90.00
_cell_angle_gamma                      90.00
_cell_volume                           59.539
_symmetry_space_group_name_H-M         'P m -3 m'
_symmetry_Int_Tables_number            221

loop_
_symmetry_equiv_pos_as_xyz
'x, y, z'
'-x, -y, -z'
'-x, y, z'
'x, -y, -z'
'x, -y, z'
'-x, y, -z'
'x, y, -z'
'-x, -y, z'
'z, x, y'
'-z, -x, -y'
'-z, x, y'
'z, -x, -y'
'z, -x, y'
'-z, x, -y'
'z, x, -y'
'-z, -x, z'
'y, z, x'
'-y, -z, -x'
'-y, z, x'
'y, -z, -x'
'y, -z, x'
'-y, z, -x'
'y, z, -x'
'-y, -z, z'
'y, x, -z'
'-y, -x, z'
'-y, x, -z'
'y, -x, z'
'y, -x, -z'
'-y, x, z'
'y, x, z'
'-y, -x, -z'
'x, z, -y'
'-x, -z, y'
'-x, z, -y'
'x, -z, y'
'x, -z, -y'
'-x, z, y'
'x, z, y'
'-x, -z, -y'
'z, y, -x'
'-z, -y, x'
'-z, y, -x'
'z, -y, x'
'z, -y, -x'
'-z, y, x'
'z, y, x'
'-z, -y, -x'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_B_iso_or_equiv
Sr1 Sr 0.00000 0.00000 0.00000 1.000 0.500
Ti1 Ti 0.50000 0.50000 0.50000 1.000 0.500
O1  O  0.50000 0.50000 0.00000 1.000 0.500
```","data_SrTiO3
_chemical_name_common                  'Strontium Titanate'
_chemical_formula_sum                  'O3 Sr1 Ti1'
_cell_length_a                         3.9050
_cell_length_b                         3.9050
_cell_length_c                         3.9050
_cell_angle_alpha                      90.00
_cell_angle_beta                       90.00
_cell_angle_gamma                      90.00
_cell_volume                           59.539
_symmetry_space_group_name_H-M         'P m -3 m'
_symmetry_Int_Tables_number            221

loop_
_symmetry_equiv_pos_as_xyz
'x, y, z'
'-x, -y, -z'
'-x, y, z'
'x, -y, -z'
'x, -y, z'
'-x, y, -z'
'x, y, -z'
'-x, -y, z'
'z, x, y'
'-z, -x, -y'
'-z, x, y'
'z, -x, -y'
'z, -x, y'
'-z, x, -y'
'z, x, -y'
'-z, -x, z'
'y, z, x'
'-y, -z, -x'
'-y, z, x'
'y, -z, -x'
'y, -z, x'
'-y, z, -x'
'y, z, -x'
'-y, -z, z'
'y, x, -z'
'-y, -x, z'
'-y, x, -z'
'y, -x, z'
'y, -x, -z'
'-y, x, z'
'y, x, z'
'-y, -x, -z'
'x, z, -y'
'-x, -z, y'
'-x, z, -y'
'x, -z, y'
'x, -z, -y'
'-x, z, y'
'x, z, y'
'-x, -z, -y'
'z, y, -x'
'-z, -y, x'
'-z, y, -x'
'z, -y, x'
'z, -y, -x'
'-z, y, x'
'z, y, x'
'-z, -y, -x'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_B_iso_or_equiv
Sr1 Sr 0.00000 0.00000 0.00000 1.000 0.500
Ti1 Ti 0.50000 0.50000 0.50000 1.000 0.500
O1  O  0.50000 0.50000 0.00000 1.000 0.500",True,False
CaCO3,167,10,gemini-3-pro-preview-thinking,"```cif
data_CaCO3_Calcite
_chemical_name_common                  'Calcite'
_chemical_formula_sum                  'C Ca O3'
_chemical_formula_weight               100.09

_symmetry_space_group_name_H-M         'R -3 c'
_symmetry_Int_Tables_number            167
_symmetry_cell_setting                 hexagonal

_cell_length_a                         4.9890
_cell_length_b                         4.9890
_cell_length_c                         17.0620
_cell_angle_alpha                      90.0000
_cell_angle_beta                       9","```cif
data_CaCO3_Calcite
_chemical_name_common                  'Calcite'
_chemical_formula_sum                  'C Ca O3'
_chemical_formula_weight               100.09

_symmetry_space_group_name_H-M         'R -3 c'
_symmetry_Int_Tables_number            167
_symmetry_cell_setting                 hexagonal

_cell_length_a                         4.9890
_cell_length_b                         4.9890
_cell_length_c                         17.0620
_cell_angle_alpha                      90.0000
_cell_angle_beta                       9",False,False
TiO2,12,12,gemini-3-pro-preview-thinking,"```cif
data_TiO2_Rutile
_chemical_name_common                  'Titanium dioxide - Rutile'
_chemical_formula_sum                  'O2 Ti'
_cell_length_a                         4.5937
_cell_length_b                         4.5937
_cell_length_c                         2.9587
_cell_angle_alpha                      90
_cell_angle_beta                       90
_cell_angle_gamma                      90
_cell_volume                           62.43
_symmetry_space_group_name_H-M         'P 42/m n m'
_symmetry_Int_Tables_number            136

loop_
_symmetry_equiv_pos_as_xyz
   'x, y, z'
   '-x, -y, z'
   '-y+1/2, x+1/2, z+1/2'
   'y+1/2, -x+1/2, z+1/2'
   '-x, -y, -z'
   'x, y, -z'
   'y+1/2, -x+1/2, -z+1/2'
   '-y+1/2, x+1/2, -z+1/2'
   '-x+1/2, y+1/2, -z+1/2'
   'x+1/2, -y+1/2, -z+1/2'
   'y, x, -z'
   '-y, -x, -z'
   'x+1/2, -y+1/2, z+1/2'
   '-x+1/2, y+1/2, z+1/2'
   '-y, -x, z'
   'y, x, z'

loop_
   _atom_site_label
   _atom_site_type_symbol
   _atom_site_fract_x
   _atom_site_fract_y
   _atom_site_fract_z
   _atom_site_occupancy
   _atom_site_B_iso_or_equiv
   Ti1 Ti 0.00000 0.00000 0.00000 1.0000 0.005
   O1  O  0.30480 0.30480 0.00000 1.0000 0.005
```","data_TiO2_Rutile
_chemical_name_common                  'Titanium dioxide - Rutile'
_chemical_formula_sum                  'O2 Ti'
_cell_length_a                         4.5937
_cell_length_b                         4.5937
_cell_length_c                         2.9587
_cell_angle_alpha                      90
_cell_angle_beta                       90
_cell_angle_gamma                      90
_cell_volume                           62.43
_symmetry_space_group_name_H-M         'P 42/m n m'
_symmetry_Int_Tables_number            136

loop_
_symmetry_equiv_pos_as_xyz
   'x, y, z'
   '-x, -y, z'
   '-y+1/2, x+1/2, z+1/2'
   'y+1/2, -x+1/2, z+1/2'
   '-x, -y, -z'
   'x, y, -z'
   'y+1/2, -x+1/2, -z+1/2'
   '-y+1/2, x+1/2, -z+1/2'
   '-x+1/2, y+1/2, -z+1/2'
   'x+1/2, -y+1/2, -z+1/2'
   'y, x, -z'
   '-y, -x, -z'
   'x+1/2, -y+1/2, z+1/2'
   '-x+1/2, y+1/2, z+1/2'
   '-y, -x, z'
   'y, x, z'

loop_
   _atom_site_label
   _atom_site_type_symbol
   _atom_site_fract_x
   _atom_site_fract_y
   _atom_site_fract_z
   _atom_site_occupancy
   _atom_site_B_iso_or_equiv
   Ti1 Ti 0.00000 0.00000 0.00000 1.0000 0.005
   O1  O  0.30480 0.30480 0.00000 1.0000 0.005",True,False
ZrO2,14,12,gemini-3-pro-preview-thinking,"```cif
data_ZrO2_Baddeleyite
_audit_creation_date             2023-10-27
_audit_creation_method           'Generated by AI'
_chemical_name_systematic        'Zirconium dioxide'
_chemical_formula_sum            'O2 Zr'
_chemical_formula_weight         123.22

# Crystal data taken from:
# Howard C. J., Hill R. J., Reichert B. E.
# Acta Crystallographica B (1988) 44, 116-120
# Structures of the ZrO2 polymorphs at room temperature by high-resolution neutron powder diffraction

_symmetry_space_group_name_H-M   'P 1 21/c 1'
_symmetry_Int_Tables_number      14
_space_group_crystal_system      monoclinic

_cell_length_a                   5.1454(5)
_cell_length_b                   5.2075(5)
_cell_length_c                   5.3107(5)
_cell_angle_alpha                90
_cell_angle_beta                 99.23(1)
_cell_angle_gamma                90
_cell_volume                     140.46

loop_
_symmetry_equiv_pos_as_xyz
'x, y, z'
'-x, y+1/2, -z+1/2'
'-x, -y, -z'
'x, -y-1/2, z-1/2'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_B_iso_or_equiv
Zr1 Zr 0.2758(1) 0.0411(1) 0.2082(1) 1.0 0.15(2)
O1  O  0.0703(1) 0.3359(2) 0.3406(2) 1.0 0.23(2)
O2  O  0.4496(2) 0.7569(2) 0.4792(2) 1.0 0.23(2)
```","data_ZrO2_Baddeleyite
_audit_creation_date             2023-10-27
_audit_creation_method           'Generated by AI'
_chemical_name_systematic        'Zirconium dioxide'
_chemical_formula_sum            'O2 Zr'
_chemical_formula_weight         123.22

# Crystal data taken from:
# Howard C. J., Hill R. J., Reichert B. E.
# Acta Crystallographica B (1988) 44, 116-120
# Structures of the ZrO2 polymorphs at room temperature by high-resolution neutron powder diffraction

_symmetry_space_group_name_H-M   'P 1 21/c 1'
_symmetry_Int_Tables_number      14
_space_group_crystal_system      monoclinic

_cell_length_a                   5.1454(5)
_cell_length_b                   5.2075(5)
_cell_length_c                   5.3107(5)
_cell_angle_alpha                90
_cell_angle_beta                 99.23(1)
_cell_angle_gamma                90
_cell_volume                     140.46

loop_
_symmetry_equiv_pos_as_xyz
'x, y, z'
'-x, y+1/2, -z+1/2'
'-x, -y, -z'
'x, -y-1/2, z-1/2'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_B_iso_or_equiv
Zr1 Zr 0.2758(1) 0.0411(1) 0.2082(1) 1.0 0.15(2)
O1  O  0.0703(1) 0.3359(2) 0.3406(2) 1.0 0.23(2)
O2  O  0.4496(2) 0.7569(2) 0.4792(2) 1.0 0.23(2)",True,True
ZrTe5,63,12,gemini-3-pro-preview-thinking,"```cif
data_ZrTe5
_chemical_name_common                  'Zirconium Pentatelluride'
_chemical_formula_sum                  'Te5 Zr1'
_cell_length_a                         3.9876
_cell_length_b                         14.5020
_cell_length_c                         13.7270
_cell_angle_alpha                      90.0000
_cell_angle_beta                       90.0000
_cell_angle_gamma                      90.0000
_cell_volume                           793.81
_symmetry_space_group_name_H-M         'C m c m'
_symmetry_Int_Tables_number            63

loop_
_symmetry_equiv_pos_site_id
_symmetry_equiv_pos_as_xyz
1  'x, y, z'
2  '-x, -y, z+1/2'
3  '-x, y, -z+1/2'
4  'x, -y, -z'
5  '-x, -y, -z'
6  'x, y, -z-1/2'
7  'x, -y, z-1/2'
8  '-x, y, z'
9  'x+1/2, y+1/2, z'
10 '-x+1/2, -y+1/2, z+1/2'
11 '-x+1/2, y+1/2, -z+1/2'
12 'x+1/2, -y+1/2, -z'
13 '-x+1/2, -y+1/2, -z'
14 'x+1/2, y+1/2, -z-1/2'
15 'x+1/2, -y+1/2, z-1/2'
16 '-x+1/2, y+1/2, z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_symmetry_multiplicity
_atom_site_Wyckoff_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_B_iso_or_equiv
Zr1 Zr 4 c 0.00000 0.31440 0.25000 1.000 0.005
Te1 Te 4 c 0.00000 0.66250 0.25000 1.000 0.005
Te2 Te 8 f 0.00000 0.93390 0.14940 1.000 0.005
Te3 Te 8 f 0.00000 0.20990 0.43570 1.000 0.005
```","data_ZrTe5
_chemical_name_common                  'Zirconium Pentatelluride'
_chemical_formula_sum                  'Te5 Zr1'
_cell_length_a                         3.9876
_cell_length_b                         14.5020
_cell_length_c                         13.7270
_cell_angle_alpha                      90.0000
_cell_angle_beta                       90.0000
_cell_angle_gamma                      90.0000
_cell_volume                           793.81
_symmetry_space_group_name_H-M         'C m c m'
_symmetry_Int_Tables_number            63

loop_
_symmetry_equiv_pos_site_id
_symmetry_equiv_pos_as_xyz
1  'x, y, z'
2  '-x, -y, z+1/2'
3  '-x, y, -z+1/2'
4  'x, -y, -z'
5  '-x, -y, -z'
6  'x, y, -z-1/2'
7  'x, -y, z-1/2'
8  '-x, y, z'
9  'x+1/2, y+1/2, z'
10 '-x+1/2, -y+1/2, z+1/2'
11 '-x+1/2, y+1/2, -z+1/2'
12 'x+1/2, -y+1/2, -z'
13 '-x+1/2, -y+1/2, -z'
14 'x+1/2, y+1/2, -z-1/2'
15 'x+1/2, -y+1/2, z-1/2'
16 '-x+1/2, y+1/2, z'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_symmetry_multiplicity
_atom_site_Wyckoff_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_B_iso_or_equiv
Zr1 Zr 4 c 0.00000 0.31440 0.25000 1.000 0.005
Te1 Te 4 c 0.00000 0.66250 0.25000 1.000 0.005
Te2 Te 8 f 0.00000 0.93390 0.14940 1.000 0.005
Te3 Te 8 f 0.00000 0.20990 0.43570 1.000 0.005",True,True
V2O5,59,14,gemini-3-pro-preview-thinking,"```cif
data_V2O5
_audit_creation_date              2023-10-27
_audit_creation_method            'Generated by Expert Crystallographer AI'

_chemical_name_systematic         'Vanadium(V) oxide'
_chemical_formula_sum             'O5 V2'
_chemical_formula_weight          181.88

_symmetry_cell_setting            orthorhombic
_symmetry_space_group_name_H-M    'P m m n'
_symmetry_Int_Tables_number       59

_cell_length_a                    11.512(3)
_cell_length_b                    3.564(1","```cif
data_V2O5
_audit_creation_date              2023-10-27
_audit_creation_method            'Generated by Expert Crystallographer AI'

_chemical_name_systematic         'Vanadium(V) oxide'
_chemical_formula_sum             'O5 V2'
_chemical_formula_weight          181.88

_symmetry_cell_setting            orthorhombic
_symmetry_space_group_name_H-M    'P m m n'
_symmetry_Int_Tables_number       59

_cell_length_a                    11.512(3)
_cell_length_b                    3.564(1",False,False
Si3N4,176,14,gemini-3-pro-preview-thinking,"```cif
data_beta-Si3N4
_chemical_name_common                  'Beta Silicon Nitride'
_chemical_formula_sum                  'N4 Si3'
_cell_length_a                         7.608
_cell_length_b                         7.608
_cell_length_c                         2.9107
_cell_angle_alpha                      90
_cell_angle_beta                       90
_cell_angle_gamma                      120
_cell_volume                           145.91
_symmetry_space_group_name_H-M         'P 63/m'
_symmetry_Int_Tables_number            176

loop_
_symmetry_equiv_pos_as_xyz
   'x, y, z'
   '-x+y, -x, z'
   '-y, x-y, z'
   '-x, -y, z+1/2'
   'x-y, x, z+1/2'
   'y, -x+y, z+1/2'
   '-x, -y, -z'
   'x-y, x, -z'
   'y, -x+y, -z'
   'x, y, -z+1/2'
   '-x+y, -x, -z+1/2'
   '-y, x-y, -z+1/2'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_U_iso_or_equiv
Si1 Si 0.17330 0.76940 0.25000 1.00000 0.00630
N1  N  0.33333 0.66667 0.25000 1.00000 0.00760
N2  N  0.32940 0.03130 0.25000 1.00000 0.00760
```","data_beta-Si3N4
_chemical_name_common                  'Beta Silicon Nitride'
_chemical_formula_sum                  'N4 Si3'
_cell_length_a                         7.608
_cell_length_b                         7.608
_cell_length_c                         2.9107
_cell_angle_alpha                      90
_cell_angle_beta                       90
_cell_angle_gamma                      120
_cell_volume                           145.91
_symmetry_space_group_name_H-M         'P 63/m'
_symmetry_Int_Tables_number            176

loop_
_symmetry_equiv_pos_as_xyz
   'x, y, z'
   '-x+y, -x, z'
   '-y, x-y, z'
   '-x, -y, z+1/2'
   'x-y, x, z+1/2'
   'y, -x+y, z+1/2'
   '-x, -y, -z'
   'x-y, x, -z'
   'y, -x+y, -z'
   'x, y, -z+1/2'
   '-x+y, -x, -z+1/2'
   '-y, x-y, -z+1/2'

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
_atom_site_occupancy
_atom_site_U_iso_or_equiv
Si1 Si 0.17330 0.76940 0.25000 1.00000 0.00630
N1  N  0.33333 0.66667 0.25000 1.00000 0.00760
N2  N  0.32940 0.03130 0.25000 1.00000 0.00760",True,True
