formula,spg,n_atoms,model,gpt_raw,cif_text,parse_ok,gpt_match_gt
La2CuO4,139,7,gpt-5-chat,"```cif
data_La2CuO4_P1
_cell_length_a    5.358
_cell_length_b    5.405
_cell_length_c   13.150
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
La1 La 0.0040 0.5000 0.3613
La2 La 0.5040 0.0000 0.8613
Cu1 Cu 0.0000 0.0000 0.0000
Cu2 Cu 0.5000 0.5000 0.0000
O1  O  0.0000 0.0000 0.1800
O2  O  0.5000 0.5000 0.1800
O3  O  0.0000 0.5000 0.0000
O4  O  0.5000 0.0000 0.0000
O5  O  0.0000 0.0000 0.3550
O6  O  0.5000 0.5000 0.3550
O7  O  0.0000 0.5000 0.5400
O8  O  0.5000 0.0000 0.5400
```","data_La2CuO4_P1
_cell_length_a    5.358
_cell_length_b    5.405
_cell_length_c   13.150
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
La1 La 0.0040 0.5000 0.3613
La2 La 0.5040 0.0000 0.8613
Cu1 Cu 0.0000 0.0000 0.0000
Cu2 Cu 0.5000 0.5000 0.0000
O1  O  0.0000 0.0000 0.1800
O2  O  0.5000 0.5000 0.1800
O3  O  0.0000 0.5000 0.0000
O4  O  0.5000 0.0000 0.0000
O5  O  0.0000 0.0000 0.3550
O6  O  0.5000 0.5000 0.3550
O7  O  0.0000 0.5000 0.5400
O8  O  0.5000 0.0000 0.5400",True,False
LiPF6,148,8,gpt-5-chat,"```cif
data_LiPF6_P1
_cell_length_a   5.000
_cell_length_b   8.000
_cell_length_c   7.500
_cell_angle_alpha  90.0
_cell_angle_beta   90.0
_cell_angle_gamma  90.0

loop_
  _atom_site_label
  _atom_site_type_symbol
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  Li1  Li  0.250  0.250  0.250
  P1   P   0.750  0.750  0.750
  F1   F   0.700  0.800  0.650
  F2   F   0.800  0.700  0.850
  F3   F   0.650  0.650  0.900
  F4   F   0.900  0.650  0.650
  F5   F   0.800  0.900  0.700
  F6   F   0.700  0.650  0.900
```","data_LiPF6_P1
_cell_length_a   5.000
_cell_length_b   8.000
_cell_length_c   7.500
_cell_angle_alpha  90.0
_cell_angle_beta   90.0
_cell_angle_gamma  90.0

loop_
  _atom_site_label
  _atom_site_type_symbol
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  Li1  Li  0.250  0.250  0.250
  P1   P   0.750  0.750  0.750
  F1   F   0.700  0.800  0.650
  F2   F   0.800  0.700  0.850
  F3   F   0.650  0.650  0.900
  F4   F   0.900  0.650  0.650
  F5   F   0.800  0.900  0.700
  F6   F   0.700  0.650  0.900",True,False
Al2O3,167,10,gpt-5-chat,"```cif
data_Al2O3_P1
_cell_length_a    4.759
_cell_length_b    4.759
_cell_length_c   12.991
_cell_angle_alpha  90.0
_cell_angle_beta   90.0
_cell_angle_gamma 120.0

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
Al1  Al  0.3522  0.0000  0.2500
Al2  Al  0.6478  0.0000  0.7500
O1   O   0.3069  0.3069  0.0833
O2   O   0.6931  0.6931  0.4167
O3   O   0.3069  0.6931  0.5833
O4   O   0.6931  0.3069  0.9167
O5   O   0.0000  0.0000  0.2500
O6   O   0.0000  0.0000  0.7500
```","data_Al2O3_P1
_cell_length_a    4.759
_cell_length_b    4.759
_cell_length_c   12.991
_cell_angle_alpha  90.0
_cell_angle_beta   90.0
_cell_angle_gamma 120.0

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
Al1  Al  0.3522  0.0000  0.2500
Al2  Al  0.6478  0.0000  0.7500
O1   O   0.3069  0.3069  0.0833
O2   O   0.6931  0.6931  0.4167
O3   O   0.3069  0.6931  0.5833
O4   O   0.6931  0.3069  0.9167
O5   O   0.0000  0.0000  0.2500
O6   O   0.0000  0.0000  0.7500",True,False
SrTiO3,140,10,gpt-5-chat,"```cif
data_SrTiO3_P1
_cell_length_a    3.905
_cell_length_b    3.905
_cell_length_c    3.905
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 Sr1  Sr  0.0000  0.0000  0.0000
 Ti1  Ti  0.5000  0.5000  0.5000
 O1   O   0.5000  0.5000  0.0000
 O2   O   0.5000  0.0000  0.5000
 O3   O   0.0000  0.5000  0.5000
```","data_SrTiO3_P1
_cell_length_a    3.905
_cell_length_b    3.905
_cell_length_c    3.905
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 Sr1  Sr  0.0000  0.0000  0.0000
 Ti1  Ti  0.5000  0.5000  0.5000
 O1   O   0.5000  0.5000  0.0000
 O2   O   0.5000  0.0000  0.5000
 O3   O   0.0000  0.5000  0.5000",True,False
CaCO3,167,10,gpt-5-chat,"```cif
data_CaCO3_P1
_cell_length_a   4.990
_cell_length_b   6.200
_cell_length_c   5.310
_cell_angle_alpha   90.000
_cell_angle_beta    90.000
_cell_angle_gamma   90.000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Ca1   Ca   0.0000   0.0000   0.0000
C1    C    0.2500   0.2500   0.2500
O1    O    0.3690   0.2500   0.1120
O2    O    0.1310   0.1120   0.3690
O3    O    0.2500   0.3880   0.3880
```","data_CaCO3_P1
_cell_length_a   4.990
_cell_length_b   6.200
_cell_length_c   5.310
_cell_angle_alpha   90.000
_cell_angle_beta    90.000
_cell_angle_gamma   90.000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Ca1   Ca   0.0000   0.0000   0.0000
C1    C    0.2500   0.2500   0.2500
O1    O    0.3690   0.2500   0.1120
O2    O    0.1310   0.1120   0.3690
O3    O    0.2500   0.3880   0.3880",True,False
TiO2,12,12,gpt-5-chat,"```cif
data_TiO2_P1
_cell_length_a       4.5937
_cell_length_b       4.5937
_cell_length_c       2.9581
_cell_angle_alpha    90.0
_cell_angle_beta     90.0
_cell_angle_gamma    90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Ti1  Ti  0.0000   0.0000   0.0000
Ti2  Ti  0.5000   0.5000   0.5000
O1   O   0.3050   0.3050   0.0000
O2   O   0.6950   0.6950   0.0000
O3   O   0.1950   0.8050   0.5000
O4   O   0.8050   0.1950   0.5000
```","data_TiO2_P1
_cell_length_a       4.5937
_cell_length_b       4.5937
_cell_length_c       2.9581
_cell_angle_alpha    90.0
_cell_angle_beta     90.0
_cell_angle_gamma    90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Ti1  Ti  0.0000   0.0000   0.0000
Ti2  Ti  0.5000   0.5000   0.5000
O1   O   0.3050   0.3050   0.0000
O2   O   0.6950   0.6950   0.0000
O3   O   0.1950   0.8050   0.5000
O4   O   0.8050   0.1950   0.5000",True,False
ZrO2,14,12,gpt-5-chat,"```cif
data_ZrO2_P1
_cell_length_a    5.145
_cell_length_b    5.207
_cell_length_c    5.316
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Zr1  Zr  0.0000  0.0000  0.0000
Zr2  Zr  0.5000  0.5000  0.0000
Zr3  Zr  0.0000  0.5000  0.5000
Zr4  Zr  0.5000  0.0000  0.5000
O1   O   0.2140  0.2140  0.0000
O2   O   0.7860  0.7860  0.0000
O3   O   0.2140  0.7860  0.5000
O4   O   0.7860  0.2140  0.5000
O5   O   0.0000  0.2140  0.2140
O6   O   0.5000  0.7860  0.2140
O7   O   0.0000  0.7860  0.7860
O8   O   0.5000  0.2140  0.7860
```","data_ZrO2_P1
_cell_length_a    5.145
_cell_length_b    5.207
_cell_length_c    5.316
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Zr1  Zr  0.0000  0.0000  0.0000
Zr2  Zr  0.5000  0.5000  0.0000
Zr3  Zr  0.0000  0.5000  0.5000
Zr4  Zr  0.5000  0.0000  0.5000
O1   O   0.2140  0.2140  0.0000
O2   O   0.7860  0.7860  0.0000
O3   O   0.2140  0.7860  0.5000
O4   O   0.7860  0.2140  0.5000
O5   O   0.0000  0.2140  0.2140
O6   O   0.5000  0.7860  0.2140
O7   O   0.0000  0.7860  0.7860
O8   O   0.5000  0.2140  0.7860",True,False
ZrTe5,63,12,gpt-5-chat,"```cif
data_ZrTe5_P1
_cell_length_a    3.987
_cell_length_b   14.530
_cell_length_c   13.710
_cell_angle_alpha  90.00
_cell_angle_beta  90.00
_cell_angle_gamma 90.00

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
Zr1  Zr  0.0000  0.0000  0.0000
Te1  Te  0.1254  0.2232  0.2135
Te2  Te  0.3512  0.0953  0.4236
Te3  Te  0.0953  0.3451  0.6278
Te4  Te  0.2775  0.4264  0.8041
Te5  Te  0.4263  0.2746  0.9879
```","data_ZrTe5_P1
_cell_length_a    3.987
_cell_length_b   14.530
_cell_length_c   13.710
_cell_angle_alpha  90.00
_cell_angle_beta  90.00
_cell_angle_gamma 90.00

loop_
 _atom_site_label
 _atom_site_type_symbol
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
Zr1  Zr  0.0000  0.0000  0.0000
Te1  Te  0.1254  0.2232  0.2135
Te2  Te  0.3512  0.0953  0.4236
Te3  Te  0.0953  0.3451  0.6278
Te4  Te  0.2775  0.4264  0.8041
Te5  Te  0.4263  0.2746  0.9879",True,False
V2O5,59,14,gpt-5-chat,"```cif
data_V2O5_P1
_cell_length_a    11.516
_cell_length_b    4.359
_cell_length_c    3.554
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
V1   V   0.0135   0.1839   0.0000
V2   V   0.4865   0.8161   0.5000
O1   O   0.1544   0.3539   0.0000
O2   O   0.3456   0.6461   0.5000
O3   O   0.1740   0.8910   0.2140
O4   O   0.3260   0.1090   0.7860
O5   O   0.5000   0.5000   0.0000
```","data_V2O5_P1
_cell_length_a    11.516
_cell_length_b    4.359
_cell_length_c    3.554
_cell_angle_alpha 90.0
_cell_angle_beta  90.0
_cell_angle_gamma 90.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
V1   V   0.0135   0.1839   0.0000
V2   V   0.4865   0.8161   0.5000
O1   O   0.1544   0.3539   0.0000
O2   O   0.3456   0.6461   0.5000
O3   O   0.1740   0.8910   0.2140
O4   O   0.3260   0.1090   0.7860
O5   O   0.5000   0.5000   0.0000",True,False
Si3N4,176,14,gpt-5-chat,"```cif
data_Si3N4_P1
_cell_length_a       7.746
_cell_length_b       7.746
_cell_length_c       5.617
_cell_angle_alpha    90.0
_cell_angle_beta     90.0
_cell_angle_gamma    120.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Si1   Si   0.1687   0.3374   0.0000
Si2   Si   0.8313   0.6626   0.5000
Si3   Si   0.1687   0.8313   0.5000
Si4   Si   0.8313   0.1687   0.0000
Si5   Si   0.3374   0.1687   0.5000
Si6   Si   0.6626   0.8313   0.0000
Si7   Si   0.3374   0.6626   0.0000
Si8   Si   0.6626   0.3374   0.5000
N1    N    0.185   0.370   0.060
N2    N    0.815   0.630   0.440
N3    N    0.370   0.185   0.560
N4    N    0.630   0.815   0.940
N5    N    0.185   0.815   0.440
N6    N    0.815   0.185   0.560
N7    N    0.370   0.630   0.940
N8    N    0.630   0.370   0.060
N9    N    0.018   0.202   0.250
N10   N    0.982   0.798   0.750
N11   N    0.202   0.982   0.750
N12   N    0.798   0.018   0.250
N13   N    0.482   0.298   0.250
N14   N    0.518   0.702   0.750
N15   N    0.298   0.518   0.750
N16   N    0.702   0.482   0.250
```","data_Si3N4_P1
_cell_length_a       7.746
_cell_length_b       7.746
_cell_length_c       5.617
_cell_angle_alpha    90.0
_cell_angle_beta     90.0
_cell_angle_gamma    120.0

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Si1   Si   0.1687   0.3374   0.0000
Si2   Si   0.8313   0.6626   0.5000
Si3   Si   0.1687   0.8313   0.5000
Si4   Si   0.8313   0.1687   0.0000
Si5   Si   0.3374   0.1687   0.5000
Si6   Si   0.6626   0.8313   0.0000
Si7   Si   0.3374   0.6626   0.0000
Si8   Si   0.6626   0.3374   0.5000
N1    N    0.185   0.370   0.060
N2    N    0.815   0.630   0.440
N3    N    0.370   0.185   0.560
N4    N    0.630   0.815   0.940
N5    N    0.185   0.815   0.440
N6    N    0.815   0.185   0.560
N7    N    0.370   0.630   0.940
N8    N    0.630   0.370   0.060
N9    N    0.018   0.202   0.250
N10   N    0.982   0.798   0.750
N11   N    0.202   0.982   0.750
N12   N    0.798   0.018   0.250
N13   N    0.482   0.298   0.250
N14   N    0.518   0.702   0.750
N15   N    0.298   0.518   0.750
N16   N    0.702   0.482   0.250",True,False
