formula,spg,n_atoms,model,gpt_raw,cif_text,parse_ok,gpt_match_gt
La2CuO4,139,7,gemini-3-pro-preview-thinking,"```cif
data_La2CuO4_orthorhombic
_cell_length_a    5.35600
_cell_length_b    5.40200
_cell_length_c    13.15000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Cu1 Cu 0.000","```cif
data_La2CuO4_orthorhombic
_cell_length_a    5.35600
_cell_length_b    5.40200
_cell_length_c    13.15000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Cu1 Cu 0.000",False,False
LiPF6,148,8,gemini-3-pro-preview-thinking,"```cif
data_LiPF6_P1
_cell_length_a 4.93200
_cell_length_b 4.93200
_cell_length_c 12.65800
_cell_angle_alpha 90.00000
_cell_angle_beta 90.00000
_cell_angle_gamma 120.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Li1 Li 0.00000 0.00000 0.50000
Li2 Li 0.66667 0.33333 0.83333
Li3 Li 0.33333 0.66667 0.16667
P1 P 0.00000 ","```cif
data_LiPF6_P1
_cell_length_a 4.93200
_cell_length_b 4.93200
_cell_length_c 12.65800
_cell_angle_alpha 90.00000
_cell_angle_beta 90.00000
_cell_angle_gamma 120.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Li1 Li 0.00000 0.00000 0.50000
Li2 Li 0.66667 0.33333 0.83333
Li3 Li 0.33333 0.66667 0.16667
P1 P 0.00000",False,False
Al2O3,167,10,gemini-3-pro-preview-thinking,"```cif
data_Al2O3_P1
_cell_length_a    4.75900
_cell_length_b    4.75900
_cell_length_c    12.99100
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 120.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Al1 Al 0.","```cif
data_Al2O3_P1
_cell_length_a    4.75900
_cell_length_b    4.75900
_cell_length_c    12.99100
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 120.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Al1 Al 0.",False,False
SrTiO3,140,10,gemini-3-pro-preview-thinking,"```cif
data_SrTiO3_P1

_cell_length_a 3.9050
_cell_length_b 3.9050
_cell_length_c 3.9050
_cell_angle_alpha 90.0000
_cell_angle_beta 90.0000
_cell_angle_gamma 90.0000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Sr1 Sr 0.00000 0.00000 0.00000
Ti1 Ti 0.50000 0.50000 0.50000
O1  O  0.50000 0.50000 0.00000
O2  O  0.50000 0.00000 0.50000
O3  O  0.00000 0.50000 0.50000
```","data_SrTiO3_P1

_cell_length_a 3.9050
_cell_length_b 3.9050
_cell_length_c 3.9050
_cell_angle_alpha 90.0000
_cell_angle_beta 90.0000
_cell_angle_gamma 90.0000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Sr1 Sr 0.00000 0.00000 0.00000
Ti1 Ti 0.50000 0.50000 0.50000
O1  O  0.50000 0.50000 0.00000
O2  O  0.50000 0.00000 0.50000
O3  O  0.00000 0.50000 0.50000",True,False
CaCO3,167,10,gemini-3-pro-preview-thinking,"```cif
data_CaCO3_Calcite_P1

_cell_length_a    4.98900
_cell_length_b    4.98900
_cell_length_c    17.06200
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 120.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Ca1 Ca 0.","```cif
data_CaCO3_Calcite_P1

_cell_length_a    4.98900
_cell_length_b    4.98900
_cell_length_c    17.06200
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 120.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Ca1 Ca 0.",False,False
TiO2,12,12,gemini-3-pro-preview-thinking,"```cif
data_TiO2_Rutile_P1

_cell_length_a    4.5937
_cell_length_b    4.5937
_cell_length_c    2.9587
_cell_angle_alpha 90.000
_cell_angle_beta  90.000
_cell_angle_gamma 90.000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Ti1 Ti 0.00000 0.00000 0.00000
Ti2 Ti 0.50000 0.50000 0.50000
O1  O  0.30480 0.30480 0.00000
O2  O  0.69520 0.69520 0.00000
O3  O  0.80480 0.19520 0.50000
O4  O  0.19520 0.80480 0.50000
```","data_TiO2_Rutile_P1

_cell_length_a    4.5937
_cell_length_b    4.5937
_cell_length_c    2.9587
_cell_angle_alpha 90.000
_cell_angle_beta  90.000
_cell_angle_gamma 90.000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Ti1 Ti 0.00000 0.00000 0.00000
Ti2 Ti 0.50000 0.50000 0.50000
O1  O  0.30480 0.30480 0.00000
O2  O  0.69520 0.69520 0.00000
O3  O  0.80480 0.19520 0.50000
O4  O  0.19520 0.80480 0.50000",True,False
ZrO2,14,12,gemini-3-pro-preview-thinking,"```cif
data_ZrO2_Baddeleyite_P1

_cell_length_a    5.1450
_cell_length_b    5.2075
_cell_length_c    5.3107
_cell_angle_alpha 90.0000
_cell_angle_beta  99.2300
_cell_angle_gamma 90.0000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Zr1 Zr 0.2753 0.0404 0.2080
Zr2 Zr 0.7247 0.9596 0.7920
Zr3 Zr 0.7247 0.5404 0.2920
Zr4 Zr 0.2753 0.4596 0.7080
O1  O  0.0703 0.3321 0.3406
O2  O  0.9297 0.6679 0.6594
O3  O  0.9297 0.8321 0.1594
O4  O  0.0703 0.1679 0.8406
O5  O  0.4423 0.7549 0.4789
O6  O  0.5577 0.2451 0.5211
O7  O  0.5577 0.2549 0.0211
O8  O  0.4423 0.7451 0.9789
```","data_ZrO2_Baddeleyite_P1

_cell_length_a    5.1450
_cell_length_b    5.2075
_cell_length_c    5.3107
_cell_angle_alpha 90.0000
_cell_angle_beta  99.2300
_cell_angle_gamma 90.0000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Zr1 Zr 0.2753 0.0404 0.2080
Zr2 Zr 0.7247 0.9596 0.7920
Zr3 Zr 0.7247 0.5404 0.2920
Zr4 Zr 0.2753 0.4596 0.7080
O1  O  0.0703 0.3321 0.3406
O2  O  0.9297 0.6679 0.6594
O3  O  0.9297 0.8321 0.1594
O4  O  0.0703 0.1679 0.8406
O5  O  0.4423 0.7549 0.4789
O6  O  0.5577 0.2451 0.5211
O7  O  0.5577 0.2549 0.0211
O8  O  0.4423 0.7451 0.9789",True,True
ZrTe5,63,12,gemini-3-pro-preview-thinking,"```cif
data_ZrTe5
_cell_length_a    3.98750
_cell_length_b    14.53000
_cell_length_c    13.72400
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Zr1 Zr 0.00000 0.31520 0.25000
Zr2 Zr 0.00000 0.68480 0.75000
Zr3 Zr 0.50000 0.81520 0.25000
Zr4 Zr 0.50000 0.18480 0.75000
Te1 Te 0.00000 0.66280 0.25000
Te2 Te 0.00000 0.33720 0.75000
Te3 Te 0.50000","```cif
data_ZrTe5
_cell_length_a    3.98750
_cell_length_b    14.53000
_cell_length_c    13.72400
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Zr1 Zr 0.00000 0.31520 0.25000
Zr2 Zr 0.00000 0.68480 0.75000
Zr3 Zr 0.50000 0.81520 0.25000
Zr4 Zr 0.50000 0.18480 0.75000
Te1 Te 0.00000 0.66280 0.25000
Te2 Te 0.00000 0.33720 0.75000
Te3 Te 0.50000",False,False
V2O5,59,14,gemini-3-pro-preview-thinking,"```cif
data_V2O5_P1
_cell_length_a 11.5120
_cell_length_b 3.5640
_cell_length_c 4.3680
_cell_angle_alpha 90.0000
_cell_angle_beta 90.0000
_cell_angle_gamma 90.0000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
V1 V 0.14840 0.25000 0.10860
V2 V 0.35160 0.25000 0.10860
V3 V 0.64840 0.75000 0.89140
V4 V 0.85160 0.75000 0.89140
O1 O 0.25000 0.25000 0.99690
O2 O 0.75000 0.75000 0.00310
O3 O 0.31910 0.25000 0.99720
O4 O 0.18090 0.25000 0.99720
O5 O 0.81910 0.75000 0.00280
O6 O 0.68090 0.75000 0.00280
O7 O 0.14860 0.25000 0.47130
O8 O 0.35140 0.25000 0.47130
O9 O 0.64860 0.75000 0.52870
O10 O 0.85140 0.75000 0.52870
```","data_V2O5_P1
_cell_length_a 11.5120
_cell_length_b 3.5640
_cell_length_c 4.3680
_cell_angle_alpha 90.0000
_cell_angle_beta 90.0000
_cell_angle_gamma 90.0000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
V1 V 0.14840 0.25000 0.10860
V2 V 0.35160 0.25000 0.10860
V3 V 0.64840 0.75000 0.89140
V4 V 0.85160 0.75000 0.89140
O1 O 0.25000 0.25000 0.99690
O2 O 0.75000 0.75000 0.00310
O3 O 0.31910 0.25000 0.99720
O4 O 0.18090 0.25000 0.99720
O5 O 0.81910 0.75000 0.00280
O6 O 0.68090 0.75000 0.00280
O7 O 0.14860 0.25000 0.47130
O8 O 0.35140 0.25000 0.47130
O9 O 0.64860 0.75000 0.52870
O10 O 0.85140 0.75000 0.52870",True,False
Si3N4,176,14,gemini-3-pro-preview-thinking,"```cif
data_beta-Si3N4_P1

_cell_length_a    7.60300
_cell_length_b    7.60300
_cell_length_c    2.90900
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 120.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Si1 Si 0.1","```cif
data_beta-Si3N4_P1

_cell_length_a    7.60300
_cell_length_b    7.60300
_cell_length_c    2.90900
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 120.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Si1 Si 0.1",False,False
Fe3O4,227,14,gemini-3-pro-preview-thinking,"```cif
data_Fe3O4_Magnetite_P1
_cell_length_a 8.39400
_cell_length_b 8.39400
_cell_length_c 8.39400
_cell_angle_alpha 90.00000
_cell_angle_beta 90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Fe1 Fe 0","```cif
data_Fe3O4_Magnetite_P1
_cell_length_a 8.39400
_cell_length_b 8.39400
_cell_length_c 8.39400
_cell_angle_alpha 90.00000
_cell_angle_beta 90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Fe1 Fe 0",False,False
Mn(FeO2)2,227,14,gemini-3-pro-preview-thinking,"```cif
data_MnFe2O4_P1
_cell_length_a    8.51000
_cell_length_b    8.51000
_cell_length_c    8.51000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Mn1 Mn 0.0","```cif
data_MnFe2O4_P1
_cell_length_a    8.51000
_cell_length_b    8.51000
_cell_length_c    8.51000
_cell_angle_alpha 90.00000
_cell_angle_beta  90.00000
_cell_angle_gamma 90.00000

loop_
_atom_site_label
_atom_site_type_symbol
_atom_site_fract_x
_atom_site_fract_y
_atom_site_fract_z
Mn1 Mn 0.0",False,False
